rule,action,phase,signals,frequency,edge_6h,t_6h,hit_6h,edge_24h,t_24h,hit_24h,edge_72h,t_72h,hit_72h,edge_mean,good_horizons,enough_signals,selective,keep,bars,reason
TREND_RESUME_05,SHORT,market,58,0.003316180674671241,-1.1417582863108728,-1.6148065950406152,0.41379310344827586,-2.0025887172652,-1.9356276574951845,0.46551724137931033,-1.3148653854396866,-1.2784802373848523,0.46551724137931033,-1.4864041296719197,0,False,True,False,17490,too few signals
HIST1000_BUY,LONG,market,30,0.0017152658662092624,-1.0738187607272334,-0.84736130431553,0.4666666666666667,-4.210377224743871,-1.8671972263631609,0.43333333333333335,-6.796494365836639,-2.710052354097443,0.36666666666666664,-4.026896783769248,0,False,True,False,17490,too few signals
MAJOR_DEMAND,LONG,market,30,0.0017152658662092624,-1.0738187607272334,-0.84736130431553,0.4666666666666667,-4.210377224743871,-1.8671972263631609,0.43333333333333335,-6.796494365836639,-2.710052354097443,0.36666666666666664,-4.026896783769248,0,False,True,False,17490,too few signals
FIB_500_LONG,LONG,market,0,0.0,,,,,,,,,,,0,False,True,False,17490,too few signals
FIB_618_LONG,LONG,market,1,5.717552887364208e-05,,,,,,,,,,,0,False,True,False,17490,too few signals
SMART_DEFENSE_LONG,LONG,market,0,0.0,,,,,,,,,,,0,False,True,False,17490,too few signals
SMART_DEFENSE_SHORT,SHORT,market,0,0.0,,,,,,,,,,,0,False,True,False,17490,too few signals
LIQUIDITY_VACUUM,EXIT,market,0,0.0,,,,,,,,,,,0,False,True,False,17490,too few signals
BARRIER_L4,EXIT75,market,0,0.0,,,,,,,,,,,0,False,True,False,17490,too few signals
BARRIER_L5,EXIT100,market,0,0.0,,,,,,,,,,,0,False,True,False,17490,too few signals
