entry_threshold,exit_threshold,min_hold_bars,stop_atr_mult,trail_atr_mult,allow_short,start,end,bars,initial_equity,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,calmar,trades,win_rate_pct,profit_factor,expectancy_pct,avg_win_pct,avg_loss_pct,avg_bars_held,long_trades,short_trades,exposure_pct,buy_hold_return_pct
80.0,95.0,4,1.5,3.0,True,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14540.648149067214,45.40648149067215,20.623331752035213,-23.166010419753068,0.8757863588122767,0.1859076851856936,0.8902409771192291,46,41.30434782608695,3.3925302837291795,-0.02551525986426444,2.8447497423958117,-2.0453313725658,12.108695652173912,46,0,3.184676958261864,555.8986877561996
80.0,95.0,4,1.5,3.0,False,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14540.648149067214,45.40648149067215,20.623331752035213,-23.166010419753068,0.8757863588122767,0.1859076851856936,0.8902409771192291,46,41.30434782608695,3.3925302837291795,-0.02551525986426444,2.8447497423958117,-2.0453313725658,12.108695652173912,46,0,3.184676958261864,555.8986877561996
80.0,80.0,4,1.5,3.0,False,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14540.648149067214,45.40648149067215,20.623331752035213,-23.166010419753068,0.8757863588122767,0.1859076851856936,0.8902409771192291,46,41.30434782608695,3.3925302837291795,-0.02551525986426444,2.8447497423958117,-2.0453313725658,12.108695652173912,46,0,3.184676958261864,555.8986877561996
80.0,80.0,4,1.5,3.0,True,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14540.648149067214,45.40648149067215,20.623331752035213,-23.166010419753068,0.8757863588122767,0.1859076851856936,0.8902409771192291,46,41.30434782608695,3.3925302837291795,-0.02551525986426444,2.8447497423958117,-2.0453313725658,12.108695652173912,46,0,3.184676958261864,555.8986877561996
80.0,95.0,12,1.5,3.0,False,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14430.593059758692,44.305930597586915,20.165195476722843,-23.166010419752958,0.8569485702972742,0.20016741486757722,0.8704647503537593,43,39.53488372093023,3.171387601569487,-0.12050810937245296,3.1100244021448655,-2.2327793669030074,15.953488372093023,43,0,3.9222412807318467,555.8986877561996
80.0,95.0,12,1.5,3.0,True,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14430.593059758692,44.305930597586915,20.165195476722843,-23.166010419752958,0.8569485702972742,0.20016741486757722,0.8704647503537593,43,39.53488372093023,3.171387601569487,-0.12050810937245296,3.1100244021448655,-2.2327793669030074,15.953488372093023,43,0,3.9222412807318467,555.8986877561996
80.0,80.0,12,1.5,3.0,False,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14430.593059758692,44.305930597586915,20.165195476722843,-23.166010419752958,0.8569485702972742,0.20016741486757722,0.8704647503537593,43,39.53488372093023,3.171387601569487,-0.12050810937245296,3.1100244021448655,-2.2327793669030074,15.953488372093023,43,0,3.9222412807318467,555.8986877561996
80.0,80.0,12,1.5,3.0,True,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14430.593059758692,44.305930597586915,20.165195476722843,-23.166010419752958,0.8569485702972742,0.20016741486757722,0.8704647503537593,43,39.53488372093023,3.171387601569487,-0.12050810937245296,3.1100244021448655,-2.2327793669030074,15.953488372093023,43,0,3.9222412807318467,555.8986877561996
80.0,95.0,4,2.5,3.0,False,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14301.403562428019,43.01403562428019,19.6251757422117,-23.166010419752936,0.83907962788165,0.19346991706245623,0.8471538856547316,45,44.44444444444444,2.9003968295494227,-0.2755356282351218,2.7414909311577604,-2.689156875749428,14.622222222222222,45,0,3.762149799885649,555.8986877561996
80.0,95.0,4,2.5,3.0,True,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14301.403562428019,43.01403562428019,19.6251757422117,-23.166010419752936,0.83907962788165,0.19346991706245623,0.8471538856547316,45,44.44444444444444,2.9003968295494227,-0.2755356282351218,2.7414909311577604,-2.689156875749428,14.622222222222222,45,0,3.762149799885649,555.8986877561996
80.0,80.0,4,2.5,3.0,False,2020-01-01 00:00:00,2021-12-31 00:00:00,17490,10000.0,14301.403562428019,43.01403562428019,19.6251757422117,-23.166010419752936,0.83907962788165,0.19346991706245623,0.8471538856547316,45,44.44444444444444,2.9003968295494227,-0.2755356282351218,2.7414909311577604,-2.689156875749428,14.622222222222222,45,0,3.762149799885649,555.8986877561996
