signal_time,entry_time,direction,signal_source,entry_price,initial_stop,target,exit_price,exit_time,exit_reason,ret_pct,r_multiple,equity
2020-01-27 11:00:00+00:00,2020-01-27 12:00:00+00:00,long,breakout_long,8735.67,8450.0,9307.01,8790.822000000002,2020-01-27 16:00:00+00:00,staircase-lock,0.004913425301093245,0.15025050582840765,0.9984043550997842
2020-01-28 01:00:00+00:00,2020-01-28 02:00:00+00:00,long,whale_long,9132.96,8535.0,10328.879999999997,9049.11,2020-01-28 12:00:00+00:00,time-exit,-0.010581032217375096,-0.1616097130242795,0.9967908366866856
2020-01-28 14:00:00+00:00,2020-01-28 15:00:00+00:00,long,whale_long,9035.43,8763.0,9580.29,9111.543,2020-01-28 22:00:00+00:00,staircase-lock,0.007023838157121333,0.2329530448188479,0.9991128912912225
2020-01-28 23:00:00+00:00,2020-01-29 00:00:00+00:00,long,whale_long,9375.34,8862.4,10401.220000000001,9407.93,2020-01-29 10:00:00+00:00,time-exit,0.002076140598634325,0.03794698015362482,0.9994920244617931
2020-01-29 10:00:00+00:00,2020-01-29 11:00:00+00:00,long,whale_long,9405.35,8862.4,10491.250000000002,9377.99,2020-01-29 21:00:00+00:00,time-exit,-0.004308982653489822,-0.07464313472695543,0.9987459722833889
2020-01-30 17:00:00+00:00,2020-01-30 18:00:00+00:00,long,whale_long,9468.5,9204.44,9996.619999999999,9567.050000000001,2020-01-30 21:00:00+00:00,staircase-lock,0.00900819559592343,0.3230103006892417,1.001972024651583
2020-02-02 02:00:00+00:00,2020-02-02 03:00:00+00:00,short,breakout_short,9267.91,9454.77,8894.189999999999,9130.3537,2020-02-02 05:00:00+00:00,staircase-lock,0.013665823791689414,0.6777995556953648,1.0087633865828634
2020-02-02 10:00:00+00:00,2020-02-02 11:00:00+00:00,long,whale_long,9423.44,9120.0,10030.320000000002,9441.5,2020-02-02 21:00:00+00:00,time-exit,0.0005164975847461019,0.01604002109148365,1.0089251924428344
2020-02-03 01:00:00+00:00,2020-02-03 02:00:00+00:00,long,whale_long,9510.76,9288.0,9956.28,9347.12,2020-02-03 12:00:00+00:00,time-exit,-0.018605775353389184,-0.7943753995331277,1.0009105389143762
2020-02-04 11:00:00+00:00,2020-02-04 12:00:00+00:00,long,whale_long,9182.81,9153.78,9240.869999999997,9153.78,2020-02-04 12:00:00+00:00,stop,-0.004561341680814389,-1.442849948329344,0.9864689017208272
2020-02-05 10:00:00+00:00,2020-02-05 11:00:00+00:00,long,breakout_long,9383.46,9115.0,9920.379999999997,9466.008,2020-02-05 13:00:00+00:00,staircase-lock,0.007397181423483513,0.258553065633617,0.9890194473077488
2020-02-05 18:00:00+00:00,2020-02-05 19:00:00+00:00,long,whale_long,9657.11,9161.18,10648.970000000001,9718.211000000001,2020-02-05 22:00:00+00:00,staircase-lock,0.004927048154157966,0.0959430685782276,0.9899683429143313
2020-02-06 12:00:00+00:00,2020-02-06 13:00:00+00:00,long,whale_long,9825.21,9472.3,10531.029999999999,9772.0,2020-02-06 23:00:00+00:00,time-exit,-0.006815660326852923,-0.18975176107222413,0.9880898605495939
2020-02-09 03:00:00+00:00,2020-02-09 04:00:00+00:00,long,both_long,10052.66,9750.0,10657.98,10123.166000000001,2020-02-09 05:00:00+00:00,staircase-lock,0.005613666034661581,0.18645435802551083,0.9899321971557968
2020-02-10 05:00:00+00:00,2020-02-10 06:00:00+00:00,short,breakout_short,9836.14,10188.0,9132.419999999998,9772.249,2020-02-10 10:00:00+00:00,staircase-lock,0.005138003687789784,0.14363134085606924,0.9913540500441376
2020-02-11 15:00:00+00:00,2020-02-11 16:00:00+00:00,long,both_long,10165.0,9700.0,11095.0,10296.400000000001,2020-02-11 17:00:00+00:00,staircase-lock,0.011526709296606109,0.2519763440860239,0.9938520277363875
2020-02-12 07:00:00+00:00,2020-02-12 08:00:00+00:00,long,whale_long,10366.62,9775.07,11549.720000000003,10345.78,2020-02-12 18:00:00+00:00,time-exit,-0.003410298438642533,-0.059763786662159396,0.9932580641307935
2020-02-13 13:00:00+00:00,2020-02-13 14:00:00+00:00,long,whale_long,10186.93,10080.0,10400.79,10340.445099999999,2020-02-13 15:00:00+00:00,staircase-lock,0.01366981004090524,1.3022855887028753,1.006193120758598
2020-02-16 16:00:00+00:00,2020-02-16 17:00:00+00:00,short,whale_short,9735.0,10050.0,9105.0,9808.4,2020-02-17 03:00:00+00:00,time-exit,-0.008883381591289029,-0.2745387929879324,1.0034307303097396
2020-02-17 11:00:00+00:00,2020-02-17 12:00:00+00:00,short,whale_short,9609.94,9996.58,8836.660000000002,9526.393,2020-02-17 14:00:00+00:00,staircase-lock,0.007370055990761749,0.18318279502343543,1.005268842767645
2020-02-17 14:00:00+00:00,2020-02-17 15:00:00+00:00,short,whale_short,9591.79,9996.58,8782.210000000003,9710.65,2020-02-18 01:00:00+00:00,time-exit,-0.013640169298656456,-0.3232136156455454,1.0020196769939775
2020-02-18 15:00:00+00:00,2020-02-18 16:00:00+00:00,long,breakout_long,9830.69,9576.01,10340.050000000001,9915.047,2020-02-18 17:00:00+00:00,staircase-lock,0.00718098465112822,0.27718719177006285,1.0047971471976205
2020-02-20 16:00:00+00:00,2020-02-20 17:00:00+00:00,short,whale_short,9633.42,10156.48,8587.300000000001,9425.6394,2020-02-20 18:00:00+00:00,staircase-lock,0.020644191505989465,0.3802129150338952,1.0086175157211579
2020-02-21 12:00:00+00:00,2020-02-21 13:00:00+00:00,long,breakout_long,9747.01,9400.0,10441.03,9677.05,2020-02-21 23:00:00+00:00,time-exit,-0.008577585741678816,-0.24093200195959996,1.0061874333484158
2020-02-23 03:00:00+00:00,2020-02-23 04:00:00+00:00,long,breakout_long,9786.5,9578.9,10201.7,9906.65,2020-02-23 05:00:00+00:00,staircase-lock,0.010877116435906565,0.5127596339113653,1.0113467563481153
2020-02-25 14:00:00+00:00,2020-02-25 15:00:00+00:00,short,both_short,9404.87,9675.0,8864.610000000002,9310.487000000001,2020-02-25 17:00:00+00:00,staircase-lock,0.00873727853333557,0.3041978631022543,1.0144232515694802
2020-02-26 02:00:00+00:00,2020-02-26 03:00:00+00:00,short,whale_short,9203.49,9675.0,8260.47,9140.247,2020-02-26 04:00:00+00:00,staircase-lock,0.005519178442333251,0.10772985430262269,1.015516088260408
2020-02-26 12:00:00+00:00,2020-02-26 13:00:00+00:00,short,whale_short,9285.34,9460.56,8934.900000000001,9071.1238,2020-02-26 14:00:00+00:00,staircase-lock,0.02221517764755905,1.177237059799034,1.027471119999631
2020-02-26 14:00:00+00:00,2020-02-26 15:00:00+00:00,short,whale_short,9043.3,9426.02,8277.859999999997,8650.0168,2020-02-26 17:00:00+00:00,staircase-lock,0.04406617759170135,1.0412407603862657,1.0381695681022645
2020-02-26 17:00:00+00:00,2020-02-26 18:00:00+00:00,short,whale_short,8736.94,9426.02,7358.780000000001,8628.067,2020-02-27 01:00:00+00:00,staircase-lock,0.011218469467147397,0.14224051579830904,1.0396462658507943
2020-02-27 01:00:00+00:00,2020-02-27 02:00:00+00:00,short,whale_short,8694.19,9303.36,7475.85,8785.73,2020-02-27 12:00:00+00:00,time-exit,-0.011819168355958908,-0.16868541676165005,1.037892534214397
2020-02-28 09:00:00+00:00,2020-02-28 10:00:00+00:00,short,whale_short,8606.31,8971.77,7875.389999999998,8547.621000000001,2020-02-28 11:00:00+00:00,staircase-lock,0.005466120994367675,0.12872306620433518,1.0392285413083435
2020-02-28 12:00:00+00:00,2020-02-28 13:00:00+00:00,short,whale_short,8525.01,8971.77,7631.49,8692.91,2020-02-28 23:00:00+00:00,time-exit,-0.020714590856226442,-0.395272840440592,1.0351207531344446
2020-03-03 15:00:00+00:00,2020-03-03 16:00:00+00:00,short,whale_short,8753.01,8965.75,8327.53,8661.201000000001,2020-03-03 17:00:00+00:00,staircase-lock,0.009200031104231355,0.3785276123702556,1.0390389710064334
2020-03-05 09:00:00+00:00,2020-03-05 10:00:00+00:00,long,both_long,9080.08,8660.0,9920.24,9143.818000000001,2020-03-05 20:00:00+00:00,staircase-lock,0.00561954167804697,0.12146707293848966,1.0403010612312051
2020-03-08 14:00:00+00:00,2020-03-08 15:00:00+00:00,short,both_short,8576.55,8925.0,7879.649999999998,8338.8885,2020-03-08 16:00:00+00:00,staircase-lock,0.027100381075967198,0.6670333572021407,1.0472402163249452
2020-03-08 16:00:00+00:00,2020-03-08 17:00:00+00:00,short,whale_short,8280.11,8919.0,7002.330000000002,8208.02,2020-03-08 22:00:00+00:00,staircase-lock,0.0073828733360786335,0.09568314316830459,1.0482422486804475
2020-03-08 23:00:00+00:00,2020-03-09 00:00:00+00:00,short,whale_short,8034.76,8755.95,6592.379999999999,7976.476,2020-03-09 04:00:00+00:00,staircase-lock,0.005906986192900266,0.0658095874641458,1.0489320925799288
2020-03-09 04:00:00+00:00,2020-03-09 05:00:00+00:00,short,whale_short,7852.45,8752.36,6052.629999999998,7687.6819,2020-03-09 06:00:00+00:00,staircase-lock,0.020032741643485633,0.174802038113132,1.0507656472561813
2020-03-09 11:00:00+00:00,2020-03-09 12:00:00+00:00,short,whale_short,7803.64,8605.62,6199.679999999999,7716.106000000001,2020-03-09 14:00:00+00:00,staircase-lock,0.00994432315989442,0.09676290927888283,1.0517823986661696
2020-03-09 15:00:00+00:00,2020-03-09 16:00:00+00:00,short,whale_short,7765.32,8301.28,6693.399999999998,7696.632,2020-03-09 17:00:00+00:00,staircase-lock,0.007524423046340335,0.10901849535451792,1.052929036011599
2020-03-10 15:00:00+00:00,2020-03-10 16:00:00+00:00,short,whale_short,7766.29,8149.0,7000.87,7898.3,2020-03-11 02:00:00+00:00,time-exit,-0.018113723206259633,-0.3675797010779496,1.0490586826084647
2020-03-11 17:00:00+00:00,2020-03-11 18:00:00+00:00,short,whale_short,7671.2,8038.11,6937.38,7598.12,2020-03-11 19:00:00+00:00,staircase-lock,0.008218168704890184,0.17182201566856614,1.0508611963824686
2020-03-12 02:00:00+00:00,2020-03-12 03:00:00+00:00,short,whale_short,7645.36,7980.0,6976.079999999999,7574.836,2020-03-12 05:00:00+00:00,staircase-lock,0.007910300579444819,0.18072285332914229,1.0527603427210999
2020-03-12 06:00:00+00:00,2020-03-12 07:00:00+00:00,short,whale_short,7494.17,7980.0,6522.51,7353.0518,2020-03-12 08:00:00+00:00,staircase-lock,0.017791786463411022,0.2744471777380998,1.055649613770044
2020-03-12 10:00:00+00:00,2020-03-12 11:00:00+00:00,short,whale_short,6014.9,7980.0,2084.699999999999,5760.5960000000005,2020-03-12 12:00:00+00:00,staircase-lock,0.042745432174031775,0.13083787083791343,1.0570308032482094
2020-03-12 12:00:00+00:00,2020-03-12 13:00:00+00:00,short,whale_short,6028.22,7980.0,2124.6600000000008,5746.431199999999,2020-03-12 14:00:00+00:00,staircase-lock,0.047637183286906984,0.14713103988861373,1.0585860236609714
2020-03-12 23:00:00+00:00,2020-03-13 00:00:00+00:00,short,whale_short,4800.01,7700.1,-1000.1700000000001,4529.3703000000005,2020-03-13 01:00:00+00:00,staircase-lock,0.05835216908186987,0.0965801044500916,1.0596084071483172
2020-03-13 01:00:00+00:00,2020-03-13 02:00:00+00:00,short,whale_short,4131.23,7657.32,-2920.9500000000007,3792.603,2020-03-13 03:00:00+00:00,staircase-lock,0.0878861710018158,0.10296900709506321,1.0606994754042536
2020-03-13 04:00:00+00:00,2020-03-13 05:00:00+00:00,short,whale_short,4771.5,7466.0,-617.5,5212.37,2020-03-13 15:00:00+00:00,time-exit,-0.08598148596511761,-0.15225854900076402,1.0590844697737445
2020-03-13 15:00:00+00:00,2020-03-13 16:00:00+00:00,short,whale_short,5207.63,6095.08,3432.7300000000005,5041.9052,2020-03-13 17:00:00+00:00,staircase-lock,0.03146947957688691,0.18466550896274,1.0610402335001976
2020-03-13 18:00:00+00:00,2020-03-13 19:00:00+00:00,short,whale_short,4981.96,5965.71,3014.46,4871.5410999999995,2020-03-13 20:00:00+00:00,staircase-lock,0.021266112783078064,0.10769699948237214,1.062182941994978
2020-03-15 22:00:00+00:00,2020-03-15 23:00:00+00:00,short,whale_short,5369.01,5940.0,4227.030000000001,5324.901,2020-03-16 00:00:00+00:00,staircase-lock,0.006883534285426164,0.06472576474858745,1.0628704480272133
2020-03-16 06:00:00+00:00,2020-03-16 07:00:00+00:00,short,whale_short,5017.5,5940.0,3172.5,4787.58,2020-03-16 08:00:00+00:00,staircase-lock,0.04662426277994321,0.25359050243725206,1.0655657865366226
2020-03-16 10:00:00+00:00,2020-03-16 11:00:00+00:00,short,whale_short,4452.85,5940.0,1478.550000000001,4962.0,2020-03-16 21:00:00+00:00,time-exit,-0.10400983474405472,-0.31142802853785034,1.0622473160148378
2020-03-19 09:00:00+00:00,2020-03-19 10:00:00+00:00,long,breakout_long,5594.99,5009.37,6766.23,5654.399,2020-03-19 11:00:00+00:00,staircase-lock,0.00921824954110735,0.08807078651685431,1.0631828455808061
2020-03-19 12:00:00+00:00,2020-03-19 13:00:00+00:00,long,breakout_long,5848.71,5140.54,7265.05,5912.871000000001,2020-03-19 16:00:00+00:00,staircase-lock,0.009570111357889278,0.07903865738452716,1.0640231710274957
2020-03-20 08:00:00+00:00,2020-03-20 09:00:00+00:00,long,whale_long,6601.45,5608.21,8587.93,6746.1208,2020-03-20 10:00:00+00:00,staircase-lock,0.020515003521953526,0.13635049937578042,1.0654739719346655
2020-03-22 12:00:00+00:00,2020-03-22 13:00:00+00:00,short,breakout_short,6018.05,6456.98,5140.190000000001,5971.799,2020-03-22 14:00:00+00:00,staircase-lock,0.006344902331776382,0.08699323235537992,1.0664008621827565
2020-03-23 12:00:00+00:00,2020-03-23 13:00:00+00:00,long,both_long,6324.0,5688.0,7596.0,6588.960000000001,2020-03-23 14:00:00+00:00,staircase-lock,0.04049753320683121,0.4026830188679254,1.0706950773678277
2020-03-27 23:00:00+00:00,2020-03-28 00:00:00+00:00,short,breakout_short,6359.11,6826.84,5423.649999999999,6211.1377,2020-03-28 01:00:00+00:00,staircase-lock,0.022423703023038602,0.30486561505747944,1.073959258500835
2020-04-01 22:00:00+00:00,2020-04-01 23:00:00+00:00,long,breakout_long,6520.76,6150.11,7262.060000000001,6668.7973999999995,2020-04-02 00:00:00+00:00,staircase-lock,0.021302476398456463,0.3747695561850769,1.077984130847527
2020-04-02 14:00:00+00:00,2020-04-02 15:00:00+00:00,long,whale_long,6775.57,6164.28,7998.15,6825.988,2020-04-02 16:00:00+00:00,staircase-lock,0.006041145173026076,0.06696036578383466,1.0787059529646343
2020-04-02 16:00:00+00:00,2020-04-02 17:00:00+00:00,long,whale_long,6916.61,6193.1,8363.629999999997,7186.7444000000005,2020-04-02 18:00:00+00:00,staircase-lock,0.03765589587962899,0.3599827866926524,1.082589108714336
2020-04-06 04:00:00+00:00,2020-04-06 05:00:00+00:00,long,breakout_long,6941.76,6677.52,7470.24,6994.176,2020-04-06 06:00:00+00:00,staircase-lock,0.006150822846079441,0.1615861943687574,1.0843384232557582
2020-04-06 06:00:00+00:00,2020-04-06 07:00:00+00:00,long,breakout_long,7078.99,6677.52,7881.9299999999985,7141.099,2020-04-06 10:00:00+00:00,staircase-lock,0.0073737092438329165,0.13001821804867328,1.0857482607512925
2020-04-09 11:00:00+00:00,2020-04-09 12:00:00+00:00,short,breakout_short,7184.0,7390.0,6772.0,7115.6720000000005,2020-04-09 13:00:00+00:00,staircase-lock,0.008202466218229244,0.2860510549114509,1.0888540551048542
2020-04-10 05:00:00+00:00,2020-04-10 06:00:00+00:00,short,breakout_short,6954.69,7350.0,6164.069999999999,6878.469,2020-04-10 08:00:00+00:00,staircase-lock,0.009681099587713527,0.17031961369981868,1.0907085871252638
2020-04-12 15:00:00+00:00,2020-04-12 16:00:00+00:00,long,breakout_long,7018.99,6760.0,7536.969999999999,7133.965899999999,2020-04-12 17:00:00+00:00,staircase-lock,0.014980690099287776,0.4059975829182593,1.0951368376256743
2020-04-15 12:00:00+00:00,2020-04-15 13:00:00+00:00,short,both_short,6713.67,6978.0,6185.01,6621.24,2020-04-15 23:00:00+00:00,time-exit,0.012559620856516253,0.3189995450980498,1.0986303191559013
2020-04-15 23:00:00+00:00,2020-04-16 00:00:00+00:00,short,breakout_short,6621.25,6933.0,5997.75,6478.9786,2020-04-16 01:00:00+00:00,staircase-lock,0.020558924204503518,0.43665044711810397,1.1034274933566706
2020-04-20 11:00:00+00:00,2020-04-20 12:00:00+00:00,short,breakout_short,6965.42,7220.0,6456.26,6917.648,2020-04-20 13:00:00+00:00,staircase-lock,0.005505815386963887,0.1506415139157279,1.1050897132376254
2020-04-22 13:00:00+00:00,2020-04-22 14:00:00+00:00,long,breakout_long,7061.97,6811.11,7563.690000000001,7124.996999999999,2020-04-22 15:00:00+00:00,staircase-lock,0.007524846749561288,0.21183226500836805,1.107430649807551
2020-04-23 13:00:00+00:00,2020-04-23 14:00:00+00:00,long,both_long,7233.69,7020.0,7661.069999999999,7661.069999999999,2020-04-23 14:00:00+00:00,target,0.0576818793727681,1.9526081426365278,1.1290544308497459
2020-04-23 14:00:00+00:00,2020-04-23 15:00:00+00:00,long,both_long,7537.27,7020.0,8571.810000000001,7593.727,2020-04-23 17:00:00+00:00,staircase-lock,0.0060903778158403876,0.08874441200920069,1.1300564035656673
2020-04-24 14:00:00+00:00,2020-04-24 15:00:00+00:00,long,whale_long,7498.75,7420.0,7656.25,7480.78,2020-04-25 01:00:00+00:00,time-exit,-0.0037963993998999957,-0.3615015873015885,1.1259712317293742
2020-04-29 02:00:00+00:00,2020-04-29 03:00:00+00:00,long,whale_long,7782.83,7665.21,8018.07,7838.783,2020-04-29 05:00:00+00:00,staircase-lock,0.0057892871873084905,0.38307292977384955,1.1302845227151705
2020-04-29 06:00:00+00:00,2020-04-29 07:00:00+00:00,long,both_long,7945.39,7665.21,8505.75,8138.7184,2020-04-29 11:00:00+00:00,staircase-lock,0.02293214732064748,0.6503135627096834,1.1376349162635957
2020-04-29 12:00:00+00:00,2020-04-29 13:00:00+00:00,long,whale_long,8242.56,7703.91,9319.859999999999,8377.791299999999,2020-04-29 14:00:00+00:00,staircase-lock,0.015006468378756145,0.22963281537176336,1.140247299350464
2020-04-29 15:00:00+00:00,2020-04-29 16:00:00+00:00,long,whale_long,8358.6,7703.91,9667.980000000001,8739.5568,2020-04-29 17:00:00+00:00,staircase-lock,0.04417662766491988,0.5640146634284914,1.1466784613181478
2020-04-29 17:00:00+00:00,2020-04-29 18:00:00+00:00,long,whale_long,8707.71,7703.91,10715.309999999998,8772.24,2020-04-29 20:00:00+00:00,staircase-lock,0.006010673988913263,0.052141069934249794,1.1472763517365847
2020-04-30 03:00:00+00:00,2020-04-30 04:00:00+00:00,long,whale_long,9289.97,7915.04,12039.829999999998,9388.997,2020-04-30 06:00:00+00:00,staircase-lock,0.00925956079513719,0.06256394289163861,1.1479941330580945
2020-05-01 11:00:00+00:00,2020-05-01 12:00:00+00:00,long,whale_long,8995.73,8401.0,10185.189999999999,8837.15,2020-05-01 22:00:00+00:00,time-exit,-0.019028363679212276,-0.28781803843761095,1.1446899988629478
2020-05-06 10:00:00+00:00,2020-05-06 11:00:00+00:00,long,both_long,9227.51,8811.0,10060.53,9336.851,2020-05-06 12:00:00+00:00,staircase-lock,0.01044945884642774,0.23150101078005425,1.1473399677806135
2020-05-07 13:00:00+00:00,2020-05-07 14:00:00+00:00,long,whale_long,9487.2,9021.0,10419.600000000002,9559.353000000001,2020-05-07 16:00:00+00:00,staircase-lock,0.006205299772324825,0.12627824967824966,1.148788808609786
2020-05-07 17:00:00+00:00,2020-05-07 18:00:00+00:00,long,whale_long,9832.08,9021.0,11454.24,9938.208,2020-05-07 20:00:00+00:00,staircase-lock,0.009394053750579735,0.11387666814617547,1.150097011029067
2020-05-07 23:00:00+00:00,2020-05-08 00:00:00+00:00,long,whale_long,9986.3,9230.9,11497.099999999999,9953.09,2020-05-08 10:00:00+00:00,time-exit,-0.0047255560117360085,-0.06247129997352306,1.1493785304753203
2020-05-10 16:00:00+00:00,2020-05-10 17:00:00+00:00,short,whale_short,8270.0,9773.09,5263.82,8696.64,2020-05-11 03:00:00+00:00,time-exit,-0.050458027008131776,-0.27762002498669386,1.146187625511823
2020-05-11 12:00:00+00:00,2020-05-11 13:00:00+00:00,short,whale_short,8856.35,8990.0,8589.050000000001,8764.235,2020-05-11 14:00:00+00:00,staircase-lock,0.009110329766374227,0.6036982343915346,1.153107139969852
2020-05-11 16:00:00+00:00,2020-05-11 17:00:00+00:00,short,whale_short,8604.34,9168.0,7477.02,8437.600299999998,2020-05-11 18:00:00+00:00,staircase-lock,0.018361507309134176,0.28029069261660505,1.156339191959085
2020-05-11 18:00:00+00:00,2020-05-11 19:00:00+00:00,short,whale_short,8604.2,9168.0,7476.600000000002,8432.9591,2020-05-11 20:00:00+00:00,staircase-lock,0.018906146154556838,0.2885283127758747,1.159675557919611
2020-05-13 11:00:00+00:00,2020-05-13 12:00:00+00:00,long,breakout_long,9036.38,8730.06,9649.019999999999,9107.929999999998,2020-05-13 14:00:00+00:00,staircase-lock,0.006517993709870563,0.19227953773831355,1.161905376721643
2020-05-14 09:00:00+00:00,2020-05-14 10:00:00+00:00,long,whale_long,9803.44,9032.86,11344.6,9925.444,2020-05-14 11:00:00+00:00,staircase-lock,0.011045019299347937,0.140516473305821,1.163538045180163
2020-05-17 12:00:00+00:00,2020-05-17 13:00:00+00:00,long,breakout_long,9768.75,9262.0,10782.25,9876.075,2020-05-17 16:00:00+00:00,staircase-lock,0.00958656429942424,0.18480266403552154,1.1656882944847224
2020-05-18 01:00:00+00:00,2020-05-18 02:00:00+00:00,long,both_long,9902.62,9436.0,10835.860000000002,9665.0,2020-05-18 12:00:00+00:00,time-exit,-0.025395669832832188,-0.5389474690326181,1.1594058469247877
2020-05-19 08:00:00+00:00,2020-05-19 09:00:00+00:00,long,both_long,9804.07,9474.0,10464.21,9887.896,2020-05-19 12:00:00+00:00,staircase-lock,0.007150122551144623,0.21238010724997888,1.161868194305949
2020-05-20 15:00:00+00:00,2020-05-20 16:00:00+00:00,short,breakout_short,9414.51,9842.0,8559.53,9472.05,2020-05-21 02:00:00+00:00,time-exit,-0.007474714554927252,-0.16461385043979557,1.1599555983342666
2020-05-21 14:00:00+00:00,2020-05-21 15:00:00+00:00,short,both_short,9084.14,9598.0,8056.419999999998,8981.414,2020-05-21 18:00:00+00:00,staircase-lock,0.010037619956055744,0.177447446673421,1.1620139099260562
2020-05-21 18:00:00+00:00,2020-05-21 19:00:00+00:00,short,whale_short,8832.09,9578.47,7339.330000000002,9047.99,2020-05-22 05:00:00+00:00,time-exit,-0.02526165325116407,-0.29892708146396463,1.158540335658909
2020-05-24 06:00:00+00:00,2020-05-24 07:00:00+00:00,long,breakout_long,9274.98,9070.0,9684.939999999999,9070.0,2020-05-24 13:00:00+00:00,stop,-0.023500317197449425,-1.0633475070738605,1.1462210258812349
2020-05-24 16:00:00+00:00,2020-05-24 17:00:00+00:00,short,both_short,8938.11,9298.0,8218.330000000002,8716.6677,2020-05-25 00:00:00+00:00,staircase-lock,0.024004467351669348,0.5961670779422314,1.1530544182779905
2020-05-26 15:00:00+00:00,2020-05-26 16:00:00+00:00,short,breakout_short,8726.6,9017.67,8144.460000000001,8822.59,2020-05-27 02:00:00+00:00,time-exit,-0.01228002502666452,-0.3681687099243849,1.1488092327014903
2020-05-27 08:00:00+00:00,2020-05-27 09:00:00+00:00,long,breakout_long,8930.0,8700.0,9390.0,9153.2,2020-05-27 11:00:00+00:00,staircase-lock,0.023594400895856696,0.9160782608695666,1.1593332243411312
2020-05-28 12:00:00+00:00,2020-05-28 13:00:00+00:00,long,both_long,9423.62,9052.32,10166.220000000003,9490.751,2020-05-28 15:00:00+00:00,staircase-lock,0.005723695564973831,0.14526779423646255,1.161017362143982
2020-05-29 10:00:00+00:00,2020-05-29 11:00:00+00:00,short,breakout_short,9365.0,9625.47,8844.060000000001,9396.58,2020-05-29 21:00:00+00:00,time-exit,-0.004760797226224843,-0.17117082974467604,1.1590300390917205
2020-06-01 22:00:00+00:00,2020-06-01 23:00:00+00:00,long,breakout_long,9740.0,9491.45,10237.099999999999,10237.099999999999,2020-06-01 23:00:00+00:00,target,0.04963696098562605,1.9451377992355627,1.1815747704865882
2020-06-01 23:00:00+00:00,2020-06-02 00:00:00+00:00,long,both_long,10202.71,9491.45,11625.229999999996,10141.25,2020-06-02 10:00:00+00:00,time-exit,-0.007423889731257559,-0.10649241346342965,1.180316482996622
2020-06-03 23:00:00+00:00,2020-06-04 00:00:00+00:00,long,breakout_long,9666.32,9365.21,10268.54,9547.72,2020-06-04 10:00:00+00:00,time-exit,-0.013669405523508414,-0.43881919564278704,1.175137027699897
2020-06-04 13:00:00+00:00,2020-06-04 14:00:00+00:00,long,both_long,9762.28,9450.0,10386.840000000002,9832.939,2020-06-04 16:00:00+00:00,staircase-lock,0.00583796080423833,0.18250226719610493,1.17728167941811
2020-06-05 08:00:00+00:00,2020-06-05 09:00:00+00:00,long,whale_long,9833.44,9605.0,10290.320000000002,9605.0,2020-06-05 11:00:00+00:00,stop,-0.024630934444100958,-1.0602644720714391,1.1647993800350338
2020-06-07 14:00:00+00:00,2020-06-07 15:00:00+00:00,long,whale_long,9454.98,9431.0,9502.939999999999,9502.939999999999,2020-06-07 15:00:00+00:00,target,0.003672459169664922,1.4479994995829473,1.1816656692290863
